name,type,category,power,accuracy,flavor
Autotomize,Steel,Status,0,100,The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
Rage Powder,Bug,Status,0,100,The user scatters a cloud of irritating powder to draw attention to itself. Opponents aim only at the user.|The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.
Telekinesis,Psychic,Status,0,100,"The user makes the target float with its psychic power. The target is easier to hit for three turns.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Magic Room,Psychic,Status,0,100,The user creates a bizarre area in which Pokémon’s held items lose their effects for five turns.
Smack Down,Rock,Physical,50,100,The user throws a stone or projectile to attack an opponent. A flying Pokémon will fall to the ground when hit.|The user throws a stone or similar projectile to attack an opponent. A flying Pokémon will fall to the ground when it’s hit.|The user throws a stone or similar projectile to attack the target. A flying Pokémon will fall to the ground when it’s hit.
Storm Throw,Fighting,Physical,60,100,The user strikes the target with a fierce blow. This attack always results in a critical hit.
Flame Burst,Fire,Special,70,100,"The user attacks the target with a bursting flame. The bursting flame damages Pokémon next to the target as well.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Sludge Wave,Poison,Special,95,100,It swamps the area around the user with a giant sludge wave. It may also poison those hit.|The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those hit.
Quiver Dance,Bug,Status,0,100,"The user lightly performs a beautiful, mystic dance. It boosts the user’s Sp. Atk, Sp. Def, and Speed stats.|The user lightly performs a beautiful, mystic dance. This boosts the user’s Sp. Atk, Sp. Def, and Speed stats."
Heavy Slam,Steel,Physical,0,100,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater its damage.|The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move’s power."
Synchronoise,Psychic,Special,120,100,"Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Electro Ball,Electric,Special,0,100,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the damage.|The user hurls an electric orb at the target. The faster the user is than the target, the greater the move’s power."
Soak,Water,Status,0,100,The user shoots a torrent of water at the target and changes the target’s type to Water.
Flame Charge,Fire,Physical,50,100,"The user cloaks itself with flame and attacks. Building up more power, it raises the user’s Speed stat.|Cloaking itself in flame, the user attacks. Then, building up more power, the user raises its Speed stat.|Cloaking itself in flame, the user attacks the target. Then, building up more power, the user raises its Speed stat."
Coil,Poison,Status,0,100,The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
Low Sweep,Fighting,Physical,65,100,"The user attacks the target’s legs swiftly, reducing the target’s Speed stat.|The user makes a swift attack on the target’s legs, which lowers the target’s Speed stat."
Acid Spray,Poison,Special,40,100,The user spits fluid that works to melt the target. This harshly reduces the target’s Sp. Def stat.|The user spits fluid that works to melt the target. This harshly lowers the target’s Sp. Def stat.
Foul Play,Dark,Physical,95,100,"The user turns the target’s power against it. The higher the target’s Attack stat, the greater the damage.|The user turns the target’s power against it. The higher the target’s Attack stat, the greater the move’s power.|The user turns the target’s power against it. The higher the target’s Attack stat, the greater the damage it deals."
Simple Beam,Normal,Status,0,100,The user’s mysterious psychic wave changes the target’s Ability to Simple.
Entrainment,Normal,Status,0,100,"The user dances with an odd rhythm that compels the target to mimic it, making the target’s Ability the same as the user’s."
After You,Normal,Status,0,100,The user helps the target and makes it use its move right after the user.
Round,Normal,Special,60,100,The user attacks the target with a song. Others can join in the Round and make the attack do greater damage.|The user attacks the target with a song. Others can join in the Round to increase the power of the attack.
Echoed Voice,Normal,Special,40,100,"The user attacks the target with an echoing voice. If this move is used every turn, it does greater damage.|The user attacks the target with an echoing voice. If this move is used every turn, its power is increased."
Chip Away,Normal,Physical,70,100,"Looking for an opening, the user strikes continually. The target’s stat changes don’t affect this attack’s damage.|Looking for an opening, the user strikes consistently. The target’s stat changes don’t affect this attack’s damage.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clear Smog,Poison,Special,50,100,The user attacks by throwing a clump of special mud. All status changes are returned to normal.|The user attacks by throwing a clump of special mud. All stat changes are returned to normal.|The user attacks the target by throwing a clump of special mud. All stat changes are returned to normal.
Stored Power,Psychic,Special,20,100,"The user attacks the target with stored power. The more the user’s stats are raised, the greater the damage.|The user attacks the target with stored power. The more the user’s stats are raised, the greater the move’s power."
Quick Guard,Fighting,Status,0,100,"The user protects itself and its allies from priority moves. If used in succession, its chance of failing rises.|The user protects itself and its allies from priority moves."
Ally Switch,Psychic,Status,0,100,The user teleports using a strange power and switches its place with one of its allies.|The user teleports using a strange power and switches places with one of its allies.
Scald,Water,Special,80,100,The user shoots boiling hot water at its target. It may also leave the target with a burn.|The user shoots boiling hot water at its target. This may also leave the target with a burn.
Shell Smash,Normal,Status,0,100,"The user breaks its shell, lowering its Defense and Sp. Def stats but sharply raising Attack, Sp. Atk, and Speed stats.|The user breaks its shell, which lowers Defense and Sp. Def stats but sharply raises its Attack, Sp. Atk, and Speed stats."
Heal Pulse,Psychic,Status,0,100,The user emits a healing pulse which restores the target’s HP by up to half of its max HP.|The user emits a healing pulse that restores the target’s HP by up to half of its max HP.
Hex,Ghost,Special,65,100,This relentless attack does massive damage to a target affected by status problems.|This relentless attack does massive damage to a target affected by status conditions.
Sky Drop,Flying,Physical,60,100,"The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Shift Gear,Steel,Status,0,100,"The user rotates its gears, raising its Attack and sharply raising its Speed.|The user rotates its gears, raising its Attack stat and sharply raising its Speed stat."
Circle Throw,Fighting,Physical,60,90,"The user throws the target and drags out another Pokémon in its party. In the wild, the battle ends.|The target is thrown and switched. In the wild, a battle against a single Pokémon ends.|The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
Incinerate,Fire,Special,60,100,"The user attacks the target with fire. If the target is holding a Berry, the Berry becomes burnt up and unusable.|The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable."
Quash,Dark,Status,0,100,The user suppresses the target and makes its move go last.
Acrobatics,Flying,Physical,55,100,"The user nimbly strikes the target. If the user is not holding an item, this attack inflicts massive damage."
Reflect Type,Normal,Status,0,100,"The user reflects the target’s type, making it the same type as the target.|The user reflects the target’s type, making the user the same type as the target."
Retaliate,Normal,Physical,70,100,"The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this attack’s damage increases.|The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move becomes more powerful.|The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move’s power is increased."
Final Gambit,Fighting,Special,0,100,The user risks everything to attack its target. The user faints but does damage equal to the user’s HP.|The user risks everything to attack its target. The user faints but does damage equal to its HP.
Bestow,Normal,Status,0,100,"The user passes its held item to the target when the target isn’t holding an item.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Inferno,Fire,Special,100,50,The user attacks by engulfing the target in an intense fire. It leaves the target with a burn.|The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.
Water Pledge,Water,Special,80,100,"A column of water strikes the target. When combined with its fire equivalent, the damage increases and a rainbow appears.|A column of water strikes the target. When combined with its fire equivalent, its power increases and a rainbow appears.|A column of water hits the target. When used with its fire equivalent, its power increases and a rainbow appears."
Fire Pledge,Fire,Special,80,100,"A column of fire hits opposing Pokémon. When used with its Grass equivalent, its damage increases into a vast sea of fire.|A column of fire hits the target. When used with its grass equivalent, its damage increases and a vast sea of fire appears.|A column of fire hits the target. When used with its grass equivalent, its power increases and a vast sea of fire appears."
Grass Pledge,Grass,Special,80,100,"A column of grass hits opposing Pokémon. When used with its water equivalent, its damage increases into a vast swamp.|A column of grass hits the target. When used with its water equivalent, its damage increases and a vast swamp appears.|A column of grass hits the target. When used with its water equivalent, its power increases and a vast swamp appears."
Volt Switch,Electric,Special,70,100,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
Struggle Bug,Bug,Special,50,100,"While resisting, the user attacks the opposing Pokémon. The targets’ Sp. Atk stat is reduced.|While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit.|While resisting, the user attacks opposing Pokémon. This lowers the Sp. Atk stats of those hit."
Bulldoze,Ground,Physical,60,100,The user stomps down on the ground and attacks everything in the area. Hit Pokémon’s Speed stat is reduced.|The user strikes everything around it by stomping down on the ground. This lowers the Speed stat of those hit.|The user strikes everything around it by stomping down on the ground. This lowers the Speed stats of those hit.
Frost Breath,Ice,Special,60,90,The user blows a cold breath on the target. This attack always results in a critical hit.|The user blows its cold breath on the target. This attack always results in a critical hit.
Dragon Tail,Dragon,Physical,60,90,"The user knocks away the target and drags out another Pokémon in its party. In the wild, the battle ends.|The target is knocked away and switched. In the wild, a battle against a single Pokémon ends.|The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.|The target is knocked away, and a different Pokémon is dragged out."
Work Up,Normal,Status,0,100,"The user is roused, and its Attack and Sp. Atk stats increase."
Electroweb,Electric,Special,55,95,The user captures and attacks opposing Pokémon by using an electric net. It reduces the targets’ Speed stat.|The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stat.|The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stats.
Wild Charge,Electric,Physical,90,100,The user shrouds itself in electricity and smashes into its target. It also damages the user a little.|The user shrouds itself in electricity and smashes into its target. This also damages the user a little.
Drill Run,Ground,Physical,80,95,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.
Dual Chop,Dragon,Physical,40,90,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.
Heart Stamp,Psychic,Physical,60,100,"The user unleashes a vicious blow after its cute act makes the target less wary. It may also make the target flinch.|The user unleashes a vicious blow after its cute act makes the target less wary. This may also make the target flinch.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Horn Leech,Grass,Physical,75,100,The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target.
Sacred Sword,Fighting,Physical,90,100,The user attacks by slicing with its long horns. The target’s stat changes don’t affect this attack’s damage.|The user attacks by slicing with a long horn. The target’s stat changes don’t affect this attack’s damage.
Razor Shell,Water,Physical,75,95,The user cuts its target with sharp shells. This attack may also lower the target’s Defense stat.|The user cuts its target with sharp shells. This may also lower the target’s Defense stat.
Heat Crash,Fire,Physical,0,100,"The user slams its target with its flame- covered body. The more the user outweighs the target, the greater the damage.|The user slams its target with its flame- covered body. The more the user outweighs the target, the greater the move’s power.|The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move’s power."
Leaf Tornado,Grass,Special,65,90,The user attacks its target by encircling it in sharp leaves. This attack may also lower the target’s accuracy.
Steamroller,Bug,Physical,65,100,"The user crushes its targets by rolling over them with its rolled-up body. This attack may make the target flinch.|The user crushes its targets by rolling over them with its rolled-up body. This may also make the target flinch.|The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Cotton Guard,Grass,Status,0,100,"The user protects itself by wrapping its body in soft cotton, drastically raising the user’s Defense stat.|The user protects itself by wrapping its body in soft cotton, which drastically raises the user’s Defense stat."
Night Daze,Dark,Special,85,95,The user lets loose a pitch-black shock wave at its target. It may also lower the target’s accuracy.|The user lets loose a pitch-black shock wave at its target. This may also lower the target’s accuracy.
Psystrike,Psychic,Special,100,100,The user materializes an odd psychic wave to attack the target. This attack does physical damage.
Tail Slap,Normal,Physical,25,85,The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
Hurricane,Flying,Special,110,70,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.|The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
Head Charge,Normal,Physical,120,100,"The user charges its head into its target, using its powerful guard hair. It also damages the user a little.|The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
Gear Grind,Steel,Physical,50,85,The user attacks by throwing two steel gears at its target.|The user attacks by throwing steel gears at its target twice.
Searing Shot,Fire,Special,100,100,An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.|The user torches everything around it with an inferno of scarlet flames. This may also leave those hit with a burn.|The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.
Techno Blast,Normal,Special,120,100,The user fires a beam of light at its target. The type changes depending on the Drive the user holds.|The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.
Relic Song,Normal,Special,75,100,The user sings an ancient song and attacks by appealing to the hearts of those listening. It may also induce sleep.|The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.
Secret Sword,Fighting,Special,85,100,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
Glaciate,Ice,Special,65,95,The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets’ Speed stat.|The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat.|The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stats.
Bolt Strike,Electric,Physical,130,85,"The user charges its target, surrounding itself with a great amount of electricity. It may leave the target with paralysis.|The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis."
Blue Flare,Fire,Special,130,85,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. It may leave the target with a burn.|The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
Fiery Dance,Fire,Special,80,100,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat.|Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat.|Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also raise the user’s Sp. Atk stat."
Freeze Shock,Ice,Physical,140,90,"On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis.|On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
Ice Burn,Ice,Special,140,90,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
Snarl,Dark,Special,55,95,"The user yells as if it is ranting about something, making the target’s Sp. Atk stat decrease.|The user yells as if it is ranting about something, making the targets’ Sp. Atk stat decrease.|The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon.|The user yells as if it’s ranting about something, which lowers the Sp. Atk stats of opposing Pokémon."
Icicle Crash,Ice,Physical,85,90,The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.|The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
V Create,Fire,Physical,180,95,"With a hot flame on its forehead, the user hurls itself at its target. It lowers the user’s Defense, Sp. Def, and Speed stats.|With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
Fusion Flare,Fire,Special,100,100,The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt.|The user brings down a giant flame. This move is more powerful when influenced by an enormous thunderbolt.|The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt.
Fusion Bolt,Electric,Physical,100,100,The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame.|The user throws down a giant thunderbolt. This move is more powerful when influenced by an enormous flame.|The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame.
Flying Press,Fighting,Physical,100,95,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
Mat Block,Fighting,Status,0,100,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
Belch,Poison,Special,120,90,The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
Rototiller,Ground,Status,0,100,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Sticky Web,Bug,Status,0,100,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle.|The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle."
Fell Stinger,Bug,Physical,50,100,"When the user knocks out a target with this move, the user’s Attack stat rises sharply.|When the user knocks out a target with this move, the user’s Attack stat rises drastically."
Phantom Force,Ghost,Physical,90,100,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
Trick Or Treat,Ghost,Status,0,100,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
Noble Roar,Normal,Status,0,100,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
Ion Deluge,Electric,Status,0,100,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Parabolic Charge,Electric,Special,65,100,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
Forests Curse,Grass,Status,0,100,The user puts a forest curse on the target. Afflicted targets are now Grass type as well.|The user puts a forest curse on the target. The target is now Grass type as well.
Petal Blizzard,Grass,Physical,90,100,The user stirs up a violent petal blizzard and attacks everything around it.
Freeze Dry,Ice,Special,70,100,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
Disarming Voice,Fairy,Special,40,100,"Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
Parting Shot,Dark,Status,0,100,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
Topsy Turvy,Dark,Status,0,100,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
Draining Kiss,Fairy,Special,50,100,The user steals the target’s energy with a kiss. The user’s HP is restored by over half of the damage taken by the target.|The user steals the target’s HP with a kiss. The user’s HP is restored by over half of the damage taken by the target.
Crafty Shield,Fairy,Status,0,100,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
Flower Shield,Fairy,Status,0,100,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.|The user raises the Defense stats of all Grass-type Pokémon in battle with a mysterious power.
Grassy Terrain,Grass,Status,0,100,The user turns the ground under everyone’s feet to grass for five turns. This restores the HP of Pokémon on the ground a little every turn.|The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass type-moves.|The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.
Misty Terrain,Fairy,Status,0,100,The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions.|This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
Electrify,Electric,Status,0,100,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
Play Rough,Fairy,Physical,90,90,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
Fairy Wind,Fairy,Special,40,100,The user stirs up a fairy wind and strikes the target with it.
Moonblast,Fairy,Special,95,100,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
Boomburst,Normal,Special,140,100,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
Fairy Lock,Fairy,Status,0,100,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
Kings Shield,Steel,Status,0,100,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.|The user takes a defensive stance while it protects itself from damage. It also lowers the Attack stat of any attacker that makes direct contact.
Play Nice,Normal,Status,0,100,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
Confide,Normal,Status,0,100,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
Diamond Storm,Rock,Physical,100,95,The user whips up a storm of diamonds to damage opposing Pokémon. This may also raise the user’s Defense stat.|The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user’s Defense stat.
Steam Eruption,Water,Special,110,95,The user immerses the target in superheated steam. This may also leave the target with a burn.
Hyperspace Hole,Psychic,Special,80,100,"Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using Protect or Detect.|Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect."
Water Shuriken,Water,Special,15,100,The user hits the target with throwing stars two to five times in a row. This move always goes first.
Mystical Fire,Fire,Special,75,100,"The user attacks by breathing a special, hot fire. This also lowers the target’s Sp. Atk stat."
Spiky Shield,Grass,Status,0,100,"In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact.|In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact."
Aromatic Mist,Fairy,Status,0,100,The user raises the Sp. Def stat of an ally Pokémon by using a mysterious aroma.
Eerie Impulse,Electric,Status,0,100,The user’s body generates an eerie impulse. Exposing the target to it harshly lowers the target’s Sp. Atk stat.
Venom Drench,Poison,Status,0,100,"Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target."
Powder,Bug,Status,0,100,"The user covers the target in a powder that explodes and damages the target if it uses a Fire-type move.|The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target."
Geomancy,Fairy,Status,0,100,"The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn."
Magnetic Flux,Electric,Status,0,100,"The user manipulates magnetic fields, which raises the Defense and Sp. Def stats of ally Pokémon with the Plus or Minus Ability."
Happy Hour,Normal,Status,0,100,Using Happy Hour doubles the amount of prize money received after battle.
Electric Terrain,Electric,Status,0,100,"The user electrifies the ground under everyone’s feet for five turns. Pokémon on the ground no longer fall asleep.|The user electrifies the ground for five turns, powering up Electric-type moves. Pokémon on the ground no longer fall asleep."
Dazzling Gleam,Fairy,Special,80,100,The user damages opposing Pokémon by emitting a powerful flash.
Celebrate,Normal,Status,0,100,The Pokémon congratulates you on your special day!
Hold Hands,Normal,Status,0,100,The user and an ally hold hands. This makes them very happy.
Baby Doll Eyes,Fairy,Status,0,100,"The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first.|The user stares at the target with its baby-doll eyes, which lowers the target’s Attack stat. This move always goes first."
Nuzzle,Electric,Physical,20,100,The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.
Hold Back,Normal,Physical,40,100,"The user holds back when it attacks and the target is left with at least 1 HP.|The user holds back when it attacks, and the target is left with at least 1 HP."
Infestation,Bug,Special,20,100,The target is infested and attacked for four to five turns. The target can’t flee during this time.
Power Up Punch,Fighting,Physical,40,100,Striking opponents over and over makes the user’s fists harder. Hitting a target raises the Attack stat.
Oblivion Wing,Flying,Special,80,100,The user absorbs its target’s HP. The user’s HP is restored by over half of the damage taken by the target.
Thousand Arrows,Ground,Physical,90,100,This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.
Thousand Waves,Ground,Physical,90,100,The user attacks with a wave that crawls along the ground. Those hit can’t flee from battle.|The user attacks with a wave that crawls along the ground. Those it hits can’t flee from battle.
Lands Wrath,Ground,Physical,90,100,The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them.
Light Of Ruin,Fairy,Special,140,90,"Drawing power from the Eternal Flower, the user fires a powerful beam of light. This also damages the user quite a lot."
Origin Pulse,Water,Special,110,85,The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue.
Precipice Blades,Ground,Physical,120,85,The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.
Dragon Ascent,Flying,Physical,120,100,"After soaring upward, the user attacks its target by dropping out of the sky at high speeds, although it lowers its own Defense and Sp. Def in the process.|After soaring upward, the user attacks its target by dropping out of the sky at high speeds. But it lowers its own Defense and Sp. Def stats in the process."
Hyperspace Fury,Dark,Physical,100,100,"Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. This attack lowers the user’s Defense.|Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user’s Defense stat falls."
Shore Up,Ground,Status,0,100,The user regains up to half of its max HP. It restores more HP in a sandstorm.
First Impression,Bug,Physical,90,100,"Although this move has great power, it only works the first turn the user is in battle.|Although this move has great power, it only works the first turn each time the user enters battle."
Baneful Bunker,Poison,Status,0,100,"In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact."
Spirit Shackle,Ghost,Physical,80,100,The user attacks while simultaneously stitching the target’s shadow to the ground to prevent the target from escaping.
Darkest Lariat,Dark,Physical,85,100,The user swings both arms and hits the target. The target’s stat changes don’t affect this attack’s damage.
Sparkling Aria,Water,Special,90,100,"The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles."
Ice Hammer,Ice,Physical,100,90,"The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
Floral Healing,Fairy,Status,0,100,The user restores the target’s HP by up to half of its max HP. It restores more HP when the terrain is grass.
High Horsepower,Ground,Physical,95,95,The user fiercely attacks the target using its entire body.
Strength Sap,Grass,Status,0,100,The user restores its HP by the same amount as the target’s Attack stat. It also lowers the target’s Attack stat.
Solar Blade,Grass,Physical,125,100,"In this two-turn attack, the user gathers light and fills a blade with the light’s energy, attacking the target on the next turn."
Leafage,Grass,Physical,40,100,The user attacks by pelting the target with leaves.
Spotlight,Normal,Status,0,100,"The user shines a spotlight on the target so that only the target will be attacked during the turn.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Toxic Thread,Poison,Status,0,100,The user shoots poisonous threads to poison the target and lower the target’s Speed stat.
Laser Focus,Normal,Status,0,100,The user concentrates intensely. The attack on the next turn always results in a critical hit.
Gear Up,Steel,Status,0,100,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.
Throat Chop,Dark,Physical,80,100,"The user attacks the target’s throat, and the resultant suffering prevents the target from using moves that emit sound for two turns."
Pollen Puff,Bug,Special,90,100,"The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead."
Anchor Shot,Steel,Physical,80,100,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.
Psychic Terrain,Psychic,Status,0,100,This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.
Lunge,Bug,Physical,80,100,"The user makes a lunge at the target, attacking with full force. This also lowers the target’s Attack stat."
Fire Lash,Fire,Physical,80,100,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.
Power Trip,Dark,Physical,20,100,"The user boasts its strength and attacks the target. The more the user’s stats are raised, the greater the move’s power."
Burn Up,Fire,Special,130,100,"To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type."
Speed Swap,Psychic,Status,0,100,The user exchanges Speed stats with the target.
Smart Strike,Steel,Physical,70,100,The user stabs the target with a sharp horn. This attack never misses.
Purify,Poison,Status,0,100,"The user heals the target’s status condition. If the move succeeds, it also restores the user’s own HP."
Revelation Dance,Normal,Special,90,100,The user attacks the target by dancing very hard. The user’s type determines the type of this move.
Core Enforcer,Dragon,Special,100,100,"If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target’s Ability."
Trop Kick,Grass,Physical,70,100,The user lands an intense kick of tropical origins on the target. This also lowers the target’s Attack stat.
Instruct,Psychic,Status,0,100,The user instructs the target to use the target’s last move again.
Beak Blast,Flying,Physical,100,100,"The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it’s heating up its beak results in a burn."
Clanging Scales,Dragon,Special,110,100,The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user’s Defense stat goes down after the attack.|The user rubs the scales on its entire body and makes a huge noise to attack opposing Pokémon. The user’s Defense stat goes down after the attack.
Dragon Hammer,Dragon,Physical,90,100,The user uses its body like a hammer to attack the target and inflict damage.
Brutal Swing,Dark,Physical,60,100,The user swings its body around violently to inflict damage on everything in its vicinity.
Aurora Veil,Ice,Status,0,100,This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.
